,genre,name,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,tempo
901,rock,Jump - 2015 Remaster,Van Halen,572,835,-6,31,171,0,70,795,0,129
902,rock,Sweet Home Alabama,Lynyrd Skynyrd,596,605,-12,25,181,0,86,886,7,97
903,rock,More Than a Feeling,Boston,377,682,-8,29,0,2,50,288,7,108
904,rock,American Girl,Tom Petty and the Heartbreakers,550,824,-5,33,448,0,366,777,2,114
905,rock,The Joker,Steve Miller Band,596,448,-9,39,365,0,206,796,5,83
906,rock,Sunshine Of Your Love,Cream,684,481,-12,38,475,0,118,784,2,115
907,rock,Drive - 2017 Remaster,The Cars,261,703,-7,41,115,0,102,405,6,83
908,rock,Stairway to Heaven - Remaster,Led Zeppelin,338,340,-12,33,580,3,116,197,9,82
909,rock,I Want You to Want Me,Cheap Trick,806,462,-12,29,780,13,150,736,2,92
910,rock,Hard To Handle,The Black Crowes,599,790,-3,43,2,1,312,961,4,103
911,rock,La Grange - 2005 Remaster,ZZ Top,545,640,-9,224,2,30,196,606,4,80
912,rock,(Don't Fear) The Reaper,Blue Öyster Cult,333,927,-8,73,2,0,297,385,9,141
913,rock,Poison,Alice Cooper,280,908,-5,109,32,0,180,260,2,118
914,rock,Smoke On The Water - Remastered 2012,Deep Purple,598,676,-9,27,130,225,112,805,0,114
915,rock,The Boys Are Back In Town,Thin Lizzy,445,706,-9,46,234,0,205,768,8,80
916,rock,She Sells Sanctuary,The Cult,550,765,-8,28,0,873,132,419,7,139
917,rock,Barracuda,Heart,547,691,-13,36,15,105,144,667,4,137
918,rock,All Along the Watchtower,Jimi Hendrix,438,805,-6,62,2,0,84,564,8,113
919,rock,Black Hole Sun,Soundgarden,361,728,-8,36,0,0,70,155,6,105
920,rock,Seven Nation Army,The White Stripes,726,463,-7,79,8,447,255,321,0,123
921,rock,Crazy Train,Ozzy Osbourne,454,913,-4,107,408,0,248,521,9,137
922,rock,Feel like Makin' Love - 2015 Remaster,Bad Company,543,529,-9,30,326,2,709,746,7,85
923,rock,Free Fallin',Tom Petty,623,449,-13,25,212,0,61,572,5,84
924,rock,Paranoid,Black Sabbath,429,631,-11,76,0,4,175,376,4,162
925,rock,Tom Sawyer,Rush,536,901,-7,37,1,18,60,666,9,87
926,rock,Interstate Love Song - 2019 Remaster,Stone Temple Pilots,215,927,-7,45,0,6,126,490,9,170
927,rock,Stranglehold,Ted Nugent,484,711,-7,33,18,173,94,490,2,148
928,rock,Life's Been Good,Joe Walsh,505,476,-12,71,250,9,113,542,2,99
929,rock,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,475,439,-15,42,0,0,223,760,11,118
930,rock,You Really Got Me - Mono Mix,The Kinks,573,939,-6,80,493,0,99,963,8,137
931,rock,Song 2 - 2012 Remaster,Blur,674,789,-6,67,1,7,75,918,8,129
932,rock,Listen to the Music,The Doobie Brothers,645,598,-13,33,221,0,72,913,1,105
933,rock,"Steady, as She Goes",The Raconteurs,530,603,-4,115,12,19,83,549,9,123
934,rock,No One Knows,Queens of the Stone Age,509,584,-4,57,36,0,384,685,0,170
935,rock,Losing My Religion,R.E.M.,666,855,-5,29,179,0,98,803,9,125
936,rock,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,390,649,-5,34,172,0,216,144,2,121
937,rock,Rebel Yell,Billy Idol,530,864,-4,61,0,0,354,484,4,166
938,rock,Since You Been Gone,Rainbow,733,726,-6,37,379,0,471,915,7,120
939,rock,Midnight Rider,Allman Brothers Band,585,532,-9,26,209,7,227,680,7,94
940,rock,I Want to Know What Love Is - 1999 Remaster,Foreigner,477,471,-10,27,193,0,131,423,6,81
941,rock,Jack & Diane,John Mellencamp,811,410,-8,39,36,0,79,626,9,103
942,rock,Here I Go Again - 2018 Remaster,Whitesnake,292,823,-6,40,11,0,155,244,7,89
943,rock,The Stroke - Remastered,Billy Squier,670,591,-6,64,620,0,373,800,7,91
944,rock,Every Breath You Take,The Police,820,452,-9,34,543,2,71,740,1,117
945,rock,Some Kind Of Wonderful - Remastered 1999,Grand Funk Railroad,855,691,-6,51,144,0,360,647,2,121
946,rock,Slither,Velvet Revolver,478,974,-3,102,0,98,73,268,7,141
947,rock,Centerfold,The J. Geils Band,653,677,-12,39,249,0,403,888,0,114
948,rock,My Sweet Lord - Remastered 2014,George Harrison,537,701,-8,33,97,0,83,583,1,120
949,rock,Ooh La La,Faces,601,574,-8,30,579,0,216,800,2,147
950,rock,Like a Stone,Audioslave,614,568,-5,27,7,0,99,516,7,107
951,rock,Big Log - 2006 Remaster,Robert Plant,554,639,-7,27,359,2,205,644,9,180
952,rock,Bad To The Bone,George Thorogood & The Destroyers,459,727,-11,30,6,65,384,955,0,149
953,rock,I'll Stand by You,Pretenders,438,606,-6,30,300,0,75,266,7,133
954,rock,Born To Be Wild,Steppenwolf,438,710,-12,91,262,537,221,530,2,145
955,rock,Should I Stay or Should I Go - Remastered,The Clash,743,836,-6,116,80,0,384,820,2,113
956,rock,Show Me The Way,Peter Frampton,700,726,-7,32,434,0,96,641,2,130
957,rock,Heavy Metal,Sammy Hagar,276,639,-11,47,17,0,292,643,2,186
958,rock,Renegade,Styx,492,552,-12,34,15,0,72,655,7,105
959,rock,Man in the Box,Alice In Chains,355,791,-7,45,0,0,96,758,8,106
960,rock,Cum on Feel the Noize,Quiet Riot,409,920,-5,120,7,1,82,370,11,145
961,rock,18 and Life,Skid Row,466,648,-11,28,2,0,112,305,1,90
962,rock,Jane Says,Jane's Addiction,402,597,-9,32,38,0,109,496,2,81
963,rock,I Was Made For Lovin' You,KISS,768,852,-6,38,214,0,72,867,4,128
964,rock,Take Me Home Tonight,Eddie Money,608,768,-9,36,101,0,94,748,1,132
965,rock,"Paint It, Black",The Rolling Stones,464,795,-9,92,49,2,399,612,1,158
966,rock,No Rain,Blind Melon,389,476,-9,31,619,0,255,566,9,148
967,rock,Breaking the Law,Judas Priest,362,961,-5,85,24,0,159,491,2,164
968,rock,Holy Diver,Dio,473,783,-10,86,12,475,268,124,10,91
969,rock,Epic,Faith No More,358,893,-7,120,22,52,126,262,4,174
970,rock,Alive,Pearl Jam,284,875,-6,42,7,0,402,595,11,75
971,rock,Riders on the Storm,The Doors,550,722,-11,28,250,12,110,716,11,103
972,rock,Get It On,T. Rex,728,878,-6,56,176,856,610,911,11,126
973,rock,Lonely Boy,The Black Keys,356,872,-7,68,4,9,99,607,2,166
974,rock,Joker And The Thief,Wolfmother,264,800,-2,53,19,7,406,465,0,155
975,rock,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,452,818,-8,43,135,0,52,755,2,124
976,rock,American Woman,The Guess Who,550,726,-8,51,146,6,428,370,2,92
977,rock,Slow Ride,Foghat,493,586,-13,46,20,1,102,656,2,113
978,rock,Layla,Derek & The Dominos,404,902,-3,66,577,297,287,497,1,115
979,rock,Dust in the Wind,Kansas,475,322,-10,28,367,0,110,387,7,93
980,rock,1979 - Remastered 2012,The Smashing Pumpkins,767,787,-9,33,16,583,51,964,3,126
981,rock,Where Is My Mind? - Remastered,Pixies,519,441,-14,35,20,0,76,250,4,81
982,rock,Reelin' In The Years,Steely Dan,523,758,-9,40,133,0,95,766,2,135
983,rock,Our House,"Crosby, Stills, Nash & Young",593,205,-14,47,896,0,119,377,9,140
984,rock,The Weight - Remastered,The Band,630,551,-9,54,373,0,103,518,9,143
985,rock,Glycerine - Remastered,Bush,421,335,-11,32,34,2,94,88,5,114
986,rock,Band On The Run - Remastered 2010,Wings,479,601,-8,31,83,1,110,669,7,124
987,rock,Heart of Gold - 2009 Remaster,Neil Young,541,459,-10,29,189,27,99,803,4,171
988,rock,Can't Fight This Feeling,REO Speedwagon,408,480,-11,26,155,0,87,190,9,156
989,rock,Ace of Spades,Motörhead,329,974,-8,135,0,0,90,234,3,140
990,rock,Pale Blue Eyes,The Velvet Underground,637,107,-18,34,911,1,103,296,5,82
991,rock,The Boys Of Summer,Don Henley,516,549,-13,37,501,5,184,907,6,176
992,rock,Doctor Doctor - 2007 Remaster,UFO,298,799,-6,46,0,0,496,561,2,143
993,rock,We're Not Gonna Take It,Twisted Sister,502,924,-6,50,12,0,162,922,4,149
994,rock,Old Time Rock & Roll,Bob Seger,714,937,-2,39,206,0,73,964,6,124
995,rock,Shine,Collective Soul,540,423,-8,28,294,88,152,353,6,150
996,rock,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",567,159,-13,33,914,0,111,436,7,146
997,rock,Everlong,Foo Fighters,413,881,-5,36,0,0,80,364,11,158
998,rock,The Power Of Love,Huey Lewis & The News,758,831,-5,32,85,0,101,958,5,118
999,rock,Killing In The Name,Rage Against The Machine,466,833,-4,304,26,0,32,661,7,88
